depcom,ncc,nccenr,depcom_pole
01003,AMAREINS,Amareins,01165
01018,ARLOD,Arlod,01033
01020,ARNANS,Arnans,01125
01048,BOHAS,Bohas,01245
01055,BOUVENT,Bouvent,01283
01070,CESSEINS,Cesseins,01165
01086,CHARANCIN,Charancin,01414
01119,CORCELLES,Corcelles,01080
01120,CORDIEUX,Cordieux,01262
01126,COUPY,Coupy,01033
01131,CRAZ,Craz,01189
01132,CREPIEUX-LA-PAPE,Crépieux-la-Pape,69286
01137,CUISIAT,Cuisiat,01426
01144,DOMMARTIN,Dommartin,01025
01161,FITIGNIEU,Fitignieu,01414
01164,FORENS,Forens,01104
01168,GENAY,Genay,69278
01172,GERMAGNAT,Germagnat,01095
01176,LE GRAND-ABERGEMENT,Le Grand-Abergement,01187
01178,GRANGES,Granges,01240
01182,GROSLEE,Groslée,01338
01201,LACOUX,Lacoux,01185
01217,LILIGNOD,Lilignod,01079
01220,LOMPNES,Lompnes,01185
01222,LONGECOMBE,Longecombe,01185
01223,LOYES,Loyes,01450
01226,LUTHEZIEU,Luthézieu,01036
01251,MOENS,Moëns,01313
01253,MOLLON,Mollon,01450
01256,MONTANAY,Montanay,69284
01270,NAPT,Napt,01410
01271,NATTAGES,Nattages,01286
01278,OCHIAZ,Ochiaz,01091
01287,PASSIN,Passin,01079
01292,LE PETIT-ABERGEMENT,Le Petit-Abergement,01187
01300,LE POIZAT,Le Poizat,01204
01312,PRESSIAT,Pressiat,01426
01315,PROULIEU,Proulieu,01202
01316,PUGIEU,Pugieu,01098
01324,RIGNAT,Rignat,01245
01326,RILLIEUX,Rillieux,69286
01327,ROMANECHE,Romanèche,01184
01340,SAINT-BOIS,Saint-Bois,01015
01377,SAINT-MAURICE-D'ECHAZEAUX,Saint-Maurice-d'Échazeaux,01125
01394,SATHONAY-CAMP,Sathonay-Camp,69292
01395,SATHONAY-VILLAGE,Sathonay-Village,69293
01409,SONGIEU,Songieu,01187
01438,VESENEX-CRASSY,Vésenex-Crassy,01143
01440,VEYZIAT,Veyziat,01283
01455,VOLOGNAT,Volognat,01267
01458,VOUVRAY,Vouvray,01091
02026,ARTONGES,Artonges,02458
02045,BARBONVAL,Barbonval,02439
02092,BLERANCOURDELLE,Blérancourdelle,02093
02113,BRANGES,Branges,02022
02147,LA CELLE-SOUS-MONTMIRAIL,La Celle-sous-Montmirail,02458
02161,LA CHAPELLE-MONTHODON,La Chapelle-Monthodon,02053
02202,COHAN,Cohan,02220
02247,CUGNY-LES-CROUTTES,Cugny-lès-Crouttes,02580
02285,ESCAUFOURT,Escaufourt,59545
02300,FARGNIERS,Fargniers,02738
02314,FLAVIGNY-LE-PETIT,Flavigny-le-Petit,02361
02325,FONTENELLE-EN-BRIE,Fontenelle-en-Brie,02458
02344,GERNICOURT,Gernicourt,51171
02348,GLENNES,Glennes,02439
02365,HAMEGICOURT,Hamégicourt,02124
02394,JOUY,Jouy,02008
02436,LOMBRAY,Lombray,02140
02437,LONGCHAMPS,Longchamps,02757
02479,MERVAL,Merval,02439
02597,PERLES,Perles,02439
02603,PISSELEUX,Pisseleux,02810
02611,PONT-A-BUCY,Pont-à-Bucy,02559
02630,QUESSY,Quessy,02738
02646,REVILLON,Révillon,02439
02669,SAINT-AGNAN,Saint-Agnan,02053
02692,SAINT-QUENTIN-SUR-ALLAN,Saint-Quentin-sur-Allan,02307
02700,LE SART,Le Sart,02308
02771,VAUXCERE,Vauxcéré,02439
02811,VILLERS-EN-PRAYERES,Villers-en-Prayères,02439
02825,VOUEL,Vouël,02738
03123,GIVARLAIS,Givarlais,03158
03153,LOUROUX-HODEMENT,Louroux-Hodement,03158
03199,NEUVILLE,Neuville,03315
03318,VITRAY,Vitray,03168
04002,AINAC,Ainac,04167
04003,ALBIOSC,Albiosc,04081
04010,ARGENS,Argens,04136
04011,ASTOIN,Astoin,04023
04014,AUGES,Augès,04109
04015,AURIBEAU,Auribeau,04177
04029,BLEGIERS,Blégiers,04155
04038,CARNIOL,Carniol,04208
04044,CASTILLON,Castillon,04039
04048,CHASTEUIL,Chasteuil,04039
04052,CHATEAUNEUF-LES-MOUSTIERS,Châteauneuf-lès-Moustiers,04144
04056,CHENERILLES,Chénerilles,04108
04060,SAINT-MICHEL-PEYRESQ,Saint-Michel-Peyresq,04219
04064,COURCHONS,Courchons,04173
04071,LES DOURBES,Les Dourbes,04070
04078,EOULX,Eoulx,04039
04080,ESCLANGON,Esclangon,04097
04082,ESPARRON-LA-BATIE,Esparron-la-Bâtie,04023
04083,ESPINOUSE,Espinouse,04046
04089,FOURS,Fours,04226
04098,LAMBERT,Lambert,04167
04100,LARCHE,Larche,04120
04103,LEVENS,Levens,04107
04105,LINCEL,Lincel,04192
04114,MARIAUD,Mariaud,04155
04117,MELAN,Melan,04040
04119,MEOLANS,Méolans,04161
04125,MONTBLANC,Montblanc,04043
04131,MONTPEZAT,Montpezat,04124
04146,LA PERUSSE,La Pérusse,04217
04147,PEYRESQ,Peyresq,04219
04153,LE POIL,Le Poil,04204
04165,REYNIER,Reynier,04023
04168,ROBION,Robion,04039
04185,SAINT-JURSON,Saint-Jurson,04046
04196,SAINT-SYMPHORIEN,Saint-Symphorien,04075
04198,SAINT-VINCENT-LES-FORTS,Saint-Vincent-les-Forts,04033
04212,TALOIRE,Taloire,04039
04213,TANARON,Tanaron,04167
04215,TAULANNE,Taulanne,04039
04221,TREVANS,Trévans,04084
04223,UBAYE,Ubaye,04102
04225,URTIS,Urtis,04234
04232,VALSAINTES,Valsaintes,04208
04238,VILHOSC,Vilhosc,04075
04239,VILLARS-BRANDIS,Villars-Brandis,04039
04243,VILLEVIEILLE,Villevieille,04043
05002,AGNIERES-EN-DEVOLUY,Agnières-en-Dévoluy,05139
05005,ANTONAVES,Antonaves,05118
05015,BARRET-LE-HAUT,Barret-le-Haut,05014
05020,BENEVENT-ET-CHARBILLAC,Bénévent-et-Charbillac,05132
05030,CHABOTTONNES,Chabottonnes,05145
05034,CHATEAUNEUF-DE-CHABRE,Châteauneuf-de-Chabre,05118
05041,CLEMENCE-D'AMBEL,Clémence-d'Ambel,05064
05042,LA CLUSE,La Cluse,05139
05043,LES COSTES,Les Costes,05039
05067,LES INFOURNAS,Les Infournas,05132
05069,LAGRAND,Lagrand,05053
05083,MONTEGLIN,Montéglin,05070
05088,MONTMORIN,Montmorin,05024
05105,POMET,Pomet,05118
05125,ROMETTE,Romette,05061
05137,SAINT-CYRICE,Saint-Cyrice,05051
05138,SAINT-DISDIER,Saint-Disdier,05139
05141,SAINT-EUSEBE-EN-CHAMPSAUR,Saint-Eusèbe-en-Champsaur,05039
05143,SAINT-GENIS,Saint-Genis,05053
05150,SAINTE-MARIE,Sainte-Marie,05024
05175,VALLOUISE,Vallouise,05101
07021,AURIOLLES,Auriolles,07207
07043,BRAHIC,Brahic,07334
07046,CASTELJAU,Casteljau,07031
07057,CHASSAGNES,Chassagnes,07334
07125,LAFIGERE,Lafigère,07147
07164,NAVES,Naves,07334
07180,LE POUZAT,Le Pouzat,07204
07246,SAINT-JEAN-DE-POURCHARESSE,Saint-Jean-de-Pourcharesse,07284
07271,SAINT-MARTIN-L'INFERIEUR,Saint-Martin-l'Inférieur,07270
07320,THINES,Thines,07147
08002,ADON,Adon,08113
08007,LES ALLEUX,Les Alleux,08116
08009,AMBLIMONT,Amblimont,08311
08012,ANDEVANNE,Andevanne,08437
08050,BARRICOURT,Barricourt,08437
08051,BAY,Bay,08069
08054,BEAULIEU,Beaulieu,08319
08068,BLAISE,Blaise,08490
08072,BOSSEVAL-ET-BRIANCOURT,Bosseval-et-Briancourt,08491
08091,LA CASSINE,La Cassine,08469
08093,LA CERLEAU,La Cerleau,08344
08108,CHATEAU-REGNAULT-BOGNY,Château-Regnault-Bogny,08081
08112,CHATILLON-SUR-BAR,Châtillon-sur-Bar,08057
08114,CHEHERY,Chéhéry,08115
08118,CHESTRES,Chestres,08490
08127,CONDE-LES-VOUZIERS,Condé-lès-Vouziers,08490
08129,CONNAGE,Connage,08115
08157,ETION,Étion,08105
08177,FOULZY,Foulzy,08189
08181,FRENOIS,Frénois,08409
08213,LA HARDOYE,La Hardoye,08366
08221,HAVYS,Havys,08169
08224,HERBIGNY,Herbigny,08240
08231,IGES,Iges,08194
08241,JUZANCOURT,Juzancourt,08024
08253,LEVREZY,Levrézy,08081
08258,LOGNY-LES-CHAUMONT,Logny-lès-Chaumont,08113
08261,LOUVERGNY,Louvergny,08116
08265,MAINBRESSON,Mainbresson,08366
08266,MAINBRESSY,Mainbressy,08366
08267,MAIRY,Mairy,08145
08270,MALMY,Malmy,08115
08285,MEILLIER-FONTAINE,Meillier-Fontaine,08328
08290,MEZIERES,Mézières,08105
08292,MOHON,Mohon,08105
08299,MONTCY-SAINT-PIERRE,Montcy-Saint-Pierre,08105
08337,PARGNY-RESSON,Pargny-Resson,08362
08345,PRIMAT,Primat,08333
08359,REMONVILLE,Rémonville,08437
08371,RUBECOURT-ET-LAMECOURT,Rubécourt-et-Lamécourt,08053
08414,SERVION,Servion,08370
08423,SIVRY-LES-BUZANCY,Sivry-lès-Buzancy,08089
08441,TERMES,Termes,08198
08442,TERRON-LES-VENDRESSE,Terron-lès-Vendresse,08469
08443,TERRON-SUR-AISNE,Terron-sur-Aisne,08490
08447,LE THEUX,Le Theux,08105
08474,VILLEMONTRY,Villemontry,08311
08475,VILLERS-CERNAY,Villers-Cernay,08053
08493,VRIZY,Vrizy,08490
08495,WADIMONT,Wadimont,08113
09010,AMPLAING,Amplaing,09188
09036,BANAT,Banat,09306
09112,ENGRAVIES,Engraviès,09107
09144,IRAZEIN,Irazein,09059
09191,MERVIEL,Merviel,09107
09248,ROGALLE,Rogalle,09299
09278,SALEIX,Saleix,09030
09288,SENESSE-DE-SENABUGUE,Senesse-de-Senabugue,09107
09317,UCHENTEIN,Uchentein,09062
09333,VIC,Vic,09223
09337,VILLENEUVE-DU-BOSC,Villeneuve-du-Bosc,09264
10001,L'ABBAYE-SOUS-PLANCY,L'Abbaye-sous-Plancy,10289
10016,AUBIGNY,Aubigny,10174
10036,BEAUVOIR-SUR-SARCE,Beauvoir-sur-Sarce,10058
10088,CHASSERICOURT,Chassericourt,10094
10152,FONTAINE-LUYERES,Fontaine-Luyères,10084
10244,MONTANGON,Montangon,10019
10277,PALIS,Palis,10003
10292,PLESSIS-GATEBLED,Plessis-Gatebled,10208
10311,QUINCEY,Quincey,10148
10322,ROMAINES,Romaines,10314
10385,TROUAN-LE-GRAND,Trouan-le-Grand,10386
10407,VIAPRES-LE-GRAND,Viâpres-le-Grand,10289
10413,VILLEHARDOUIN,Villehardouin,10019
10415,VILLEMAUR-SUR-VANNE,Villemaur-sur-Vanne,10003
11050,BRENAC,Brenac,11304
11171,GUEYTES-ET-LABASTIDE,Gueytes-et-Labastide,11080
11237,MOLIERES-SUR-L'ALBERTE,Molières-sur-l'Alberte,11183
11349,SAINT-JUST-DE-BELENGARD,Saint-Just-de-Bélengard,11128
11403,VENDEMIES,Vendémies,11206
12005,ALPUECH,Alpuech,12223
12014,AURELLE-VERLAC,Aurelle-Verlac,12224
12020,BALSAC,Balsac,12090
12040,BUZEINS,Buzeins,12270
12081,COUSSERGUES,Coussergues,12177
12087,CRUEJOULS,Cruéjouls,12177
12112,GRAISSAC,Graissac,12223
12114,GRAND-VABRE,Grand-Vabre,12076
12117,LACALM,Lacalm,12223
12123,LAPANOUSE,Lapanouse,12270
12126,LAVERNHE,Lavernhe,12270
12132,LOUPIAC,Loupiac,12257
12173,NOAILHAC,Noailhac,12076
12196,RECOULES-PREVINQUIERES,Recoules-Prévinquières,12270
12218,SAINT-CYPRIEN-SUR-DOURDOU,Saint-Cyprien-sur-Dourdou,12076
12245,SAINT-SALVADOU,Saint-Salvadou,12021
12271,SEVERAC-L'EGLISE,Sévérac-l'Église,12120
12279,LA TERRISSE,La Terrisse,12223
12285,VABRE-TIZAC,Vabre-Tizac,12021
12302,VILLEVAYRE,Villevayre,12167
12304,VITRAC-EN-VIADENE,Vitrac-en-Viadène,12223
12306,VORS,Vors,12056
13201,MARSEILLE,Marseille,13055
13202,MARSEILLE,Marseille,13055
13203,MARSEILLE,Marseille,13055
13204,MARSEILLE,Marseille,13055
13205,MARSEILLE,Marseille,13055
13206,MARSEILLE,Marseille,13055
13207,MARSEILLE,Marseille,13055
13208,MARSEILLE,Marseille,13055
13209,MARSEILLE,Marseille,13055
13210,MARSEILLE,Marseille,13055
13211,MARSEILLE,Marseille,13055
13212,MARSEILLE,Marseille,13055
13213,MARSEILLE,Marseille,13055
13214,MARSEILLE,Marseille,13055
13215,MARSEILLE,Marseille,13055
13216,MARSEILLE,Marseille,13055
14004,AIGNERVILLE,Aignerville,14281
14008,AMBLIE,Amblie,14355
14010,AMMEVILLE,Ammeville,14654
14017,ANNEBECQ,Annebecq,14352
14018,ARCLAIS,Arclais,14061
14028,AUQUAINVILLE,Auquainville,14371
14029,LES AUTELS-SAINT-BAZILE,Les Autels-Saint-Bazile,14371
14031,LES AUTHIEUX-PAPION,Les Authieux-Papion,14431
14048,BAYNES,Baynes,14614
14051,BEAUFOUR,Beaufour,14231
14052,BEAULIEU,Beaulieu,14061
14056,BAUQUAY,Bauquay,14027
14058,BELLOU,Bellou,14371
14065,BERNIERES-LE-PATRY,Bernières-le-Patry,14726
14067,BERVILLE,Berville,14654
14071,BIEVILLE-EN-AUGE,Biéville-en-Auge,14527
14072,BIEVILLE-SUR-ORNE,Biéville-sur-Orne,14068
14073,LA BIGNE,La Bigne,14579
14074,BILLY,Billy,14005
14075,BISSIERES,Bissières,14410
14081,BOISSEY,Boissey,14654
14094,BRAY-LA-CAMPAGNE,Bray-la-Campagne,14005
14095,BRECY,Brécy,14200
14099,BRETTEVILLE-SUR-DIVES,Bretteville-sur-Dives,14654
14105,LA BREVIERE,La Brévière,14576
14108,BROCOTTES,Brocottes,14335
14109,BROUAY,Brouay,14098
14112,BULLY,Bully,14266
14113,BURCY,Burcy,14726
14114,BURES-SUR-DIVES,Bures-sur-Dives,14712
14115,BURES-LES-MONTS,Bures-les-Monts,14061
14128,CAMPANDRE-VALCONGRAIN,Campandré-Valcongrain,14027
14129,CAMPEAUX,Campeaux,14061
14133,CANON,Canon,14431
14139,CARVILLE,Carville,14061
14142,CASTILLY,Castilly,14342
14144,CAUMONT-SUR-ORNE,Caumont-sur-Orne,14689
14148,CERQUEUX,Cerqueux,14371
14151,CHAMP-DU-BOULT,Champ-du-Boult,14658
14152,LA CHAPELLE-ENGERBOLD,La Chapelle-Engerbold,14174
14153,LA CHAPELLE-HAUTE-GRUE,La Chapelle-Haute-Grue,14576
14154,LA CHAPELLE-YVON,La Chapelle-Yvon,14570
14155,CHEFFREVILLE-TONNENCOURT,Cheffreville-Tonnencourt,14371
14156,CHENEDOLLE,Chênedollé,14726
14157,CHEUX,Cheux,14098
14158,CHICHEBOVILLE,Chicheboville,14456
14164,CLINCHAMPS-SUR-ORNE,Clinchamps-sur-Orne,14349
14170,COLOMBY-SUR-THAON,Colomby-sur-Thaon,14014
14176,CONTEVILLE,Conteville,14005
14178,CORBON,Corbon,14474
14186,COULOMBS,Coulombs,14406
14187,COULONCES,Coulonces,14762
14188,COULVAIN,Coulvain,14579
14189,COUPESARTE,Coupesarte,14431
14192,COURSON,Courson,14658
14199,LA CRESSONNIERE,La Cressonnière,14621
14201,CREVECŒUR-EN-AUGE,Crèvecœur-en-Auge,14431
14208,CROISSANVILLE,Croissanville,14431
14210,LA CROUPTE,La Croupte,14371
14212,CULLY,Cully,14406
14213,CURCY-SUR-ORNE,Curcy-sur-Orne,14689
14217,DAMPIERRE,Dampierre,14672
14219,DANVOU-LA-FERRIERE,Danvou-la-Ferrière,14027
14222,LE DESERT,Le Désert,14726
14233,ECAJEUL,Écajeul,14431
14234,ECOTS,Écots,14654
14235,ECRAMMEVILLE,Écrammeville,14281
14247,ESCURES-SUR-FAVIERES,Escures-sur-Favières,14735
14253,ESTRY,Estry,14726
14255,ETOUVY,Étouvy,14061
14259,FAMILLY,Familly,14371
14262,LA FERRIERE-AU-DOYEN,La Ferrière-au-Doyen,14061
14263,LA FERRIERE-DUVAL,La Ferrière-Duval,14027
14264,LA FERRIERE-HARANG,La Ferrière-Harang,14061
14265,FERVAQUES,Fervaques,14371
14267,FEUGUEROLLES-SUR-SEULLES,Feuguerolles-sur-Seulles,14011
14268,FIERVILLE-BRAY,Fierville-Bray,14005
14279,FONTENERMONT,Fontenermont,14658
14292,FRIARDEL,Friardel,14740
14295,GARNETOT,Garnetot,14654
14296,LE GAST,Le Gast,14658
14313,GRANDCHAMP-LE-CHATEAU,Grandchamp-le-Château,14431
14314,GRANDMESNIL,Grandmesnil,14654
14315,GRANDOUET,Grandouet,14126
14317,LA GRAVERIE,La Graverie,14061
14321,GRISY,Grisy,14735
14323,LE HAM,Le Ham,14335
14324,HAMARS,Hamars,14689
14330,HEURTEVENT,Heurtevent,14371
14331,HIEVILLE,Hiéville,14654
14340,HUPPAIN,Huppain,14515
14350,LA LANDE-SUR-DROME,La Lande-sur-Drôme,14672
14351,LA LANDE-VAUMONT,La Lande-Vaumont,14762
14356,LASSON,Lasson,14543
14359,LECAUDE,Lécaude,14431
14361,LENAULT,Lénault,14174
14363,LIEURY,Lieury,14654
14372,LIVRY,Livry,14143
14373,LE LOCHEUR,Le Locheur,14475
14376,LONGRAYE,Longraye,14011
14382,LOUVIERES,Louvières,14281
14386,MAGNY-LA-CAMPAGNE,Magny-la-Campagne,14431
14387,MAGNY-LE-FREULE,Magny-le-Freule,14431
14388,MAISONCELLES-LA-JOURDAN,Maisoncelles-la-Jourdan,14762
14392,MAISY,Maisy,14312
14395,MALLOUE,Malloué,14061
14413,LE MESNIL-AUZOUF,Le Mesnil-Auzouf,14347
14414,LE MESNIL-BACLEY,Le Mesnil-Bacley,14371
14415,LE MESNIL-BENOIST,Le Mesnil-Benoist,14658
14416,LE MESNIL-CAUSSOIS,Le Mesnil-Caussois,14658
14417,MESNIL-CLINCHAMPS,Mesnil-Clinchamps,14658
14418,LE MESNIL-DURAND,Le Mesnil-Durand,14371
14420,LE MESNIL-GERMAIN,Le Mesnil-Germain,14371
14422,LE MESNIL-MAUGER,Le Mesnil-Mauger,14431
14423,LE MESNIL-PATRY,Le Mesnil-Patry,14098
14428,MESTRY,Mestry,14342
14429,MEULLES,Meulles,14371
14432,MISSY,Missy,14475
14433,MITTOIS,Mittois,14654
14434,LE MOLAY,Le Molay,14370
14440,MONTAMY,Montamy,14061
14441,MONT-BERTRAND,Mont-Bertrand,14061
14442,MONTCHAMP,Montchamp,14726
14443,MONTCHAUVET,Montchauvet,14061
14444,MONTEILLE,Monteille,14431
14447,MONTPINCON,Montpinçon,14654
14450,MONTVIETTE,Montviette,14654
14451,MORIERES,Morières,14735
14459,LES MOUTIERS-HUBERT,Les Moutiers-Hubert,14371
14462,NEUILLY-LA-FORET,Neuilly-la-Forêt,14342
14463,NEUILLY-LE-MALHERBE,Neuilly-le-Malherbe,14721
14464,NEUVILLE,Neuville,14762
14470,NORREY-EN-BESSIN,Norrey-en-Bessin,14610
14471,NOTRE-DAME-DE-COURSON,Notre-Dame-de-Courson,14371
14472,L'OUDON,L'Oudon,14654
14477,ONDEFONTAINE,Ondefontaine,14027
14479,ORBOIS,Orbois,14011
14481,LES OUBEAUX,Les Oubeaux,14342
14485,OUILLY-LE-BASSET,Ouilly-le-Basset,14764
14489,OUVILLE-LA-BIEN-TOURNEE,Ouville-la-Bien-Tournée,14654
14490,PARFOURU-L'ECLIN,Parfouru-l'Éclin,14143
14493,PERCY-EN-AUGE,Percy-en-Auge,14431
14503,PIERRES,Pierres,14726
14507,PLEINES-ŒUVRES,Pleines-Œuvres,50592
14508,LE PLESSIS-GRIMOULT,Le Plessis-Grimoult,14027
14513,PONT-FARCY,Pont-Farcy,50592
14517,POUSSY-LA-CAMPAGNE,Poussy-la-Campagne,14005
14518,PREAUX-SAINT-SEBASTIEN,Préaux-Saint-Sébastien,14371
14521,PRESLES,Presles,14726
14523,PROUSSY,Proussy,14174
14525,PUTOT-EN-BESSIN,Putot-en-Bessin,14098
14526,QUESNAY-GUESNON,Quesnay-Guesnon,14011
14532,LE RECULEY,Le Reculey,14061
14537,ROBEHOMME,Robehomme,14046
14539,LA ROCQUE,La Rocque,14726
14544,ROUCAMPS,Roucamps,14027
14545,ROULLOURS,Roullours,14762
14548,RUCQUEVILLE,Rucqueville,14406
14549,RULLY,Rully,14726
14551,RUSSY,Russy,14591
14553,SAINT-AGNAN-LE-MALHERBE,Saint-Agnan-le-Malherbe,14037
14560,SAINT-AUBIN-LEBIZAY,Saint-Aubin-Lébizay,14231
14561,SAINT-AUBIN-SUR-ALGOT,Saint-Aubin-sur-Algot,14126
14564,SAINT-CHARLES-DE-PERCY,Saint-Charles-de-Percy,14726
14567,SAINT-CRESPIN,Saint-Crespin,14431
14568,SAINTE-CROIX-GRAND-TONNE,Sainte-Croix-Grand-Tonne,14098
14573,SAINT-DENIS-MAISONCELLES,Saint-Denis-Maisoncelles,14061
14577,SAINT-GABRIEL-BRECY,Saint-Gabriel-Brécy,14200
14580,SAINT-GEORGES-EN-AUGE,Saint-Georges-en-Auge,14654
14581,SAINT-GERMAIN-D'ECTOT,Saint-Germain-d'Ectot,14011
14583,SAINT-GERMAIN-DE-MONTGOMMERY,Saint-Germain-de-Montgommery,14576
14584,SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT,Saint-Germain-de-Tallevende-la-Lande-Vaumont,14762
14585,SAINT-GERMAIN-DU-CRIOULT,Saint-Germain-du-Crioult,14174
14594,SAINT-JACQUES,Saint-Jacques,14366
14596,SAINT-JEAN-DES-ESSARTIERS,Saint-Jean-des-Essartiers,14672
14597,SAINT-JEAN-LE-BLANC,Saint-Jean-le-Blanc,14357
14599,SAINT-JULIEN-DE-MAILLOC,Saint-Julien-de-Mailloc,14570
14600,SAINT-JULIEN-LE-FAUCON,Saint-Julien-le-Faucon,14431
14608,SAINT-LOUP-DE-FRIBOIS,Saint-Loup-de-Fribois,14527
14611,SAINT-MANVIEU-BOCAGE,Saint-Manvieu-Bocage,14658
14612,SAINT-MARC-D'OUILLY,Saint-Marc-d'Ouilly,14764
14615,SAINTE-MARGUERITE-DES-LOGES,Sainte-Marguerite-des-Loges,14371
14616,SAINTE-MARGUERITE-DE-VIETTE,Sainte-Marguerite-de-Viette,14654
14617,SAINTE-MARIE-AUX-ANGLAIS,Sainte-Marie-aux-Anglais,14431
14618,SAINTE-MARIE-LAUMONT,Sainte-Marie-Laumont,14061
14624,SAINT-MARTIN-DE-FRESNAY,Saint-Martin-de-Fresnay,14654
14628,SAINT-MARTIN-DE-SALLEN,Saint-Martin-de-Sallen,14689
14629,SAINT-MARTIN-DES-BESACES,Saint-Martin-des-Besaces,14061
14631,SAINT-MARTIN-DE-TALLEVENDE,Saint-Martin-de-Tallevende,14762
14632,SAINT-MARTIN-DON,Saint-Martin-Don,14061
14633,SAINT-MARTIN-DU-MESNIL-OURY,Saint-Martin-du-Mesnil-Oury,14371
14634,SAINT-MICHEL-DE-LIVET,Saint-Michel-de-Livet,14371
14636,SAINT-OUEN-DES-BESACES,Saint-Ouen-des-Besaces,14061
14638,SAINT-OUEN-LE-HOUX,Saint-Ouen-le-Houx,14371
14641,SAINT-PAIR-DU-MONT,Saint-Pair-du-Mont,14126
14642,SAINT-PAUL-DE-COURTONNE,Saint-Paul-de-Courtonne,14194
14647,SAINT-PIERRE-DE-MAILLOC,Saint-Pierre-de-Mailloc,14570
14653,SAINT-PIERRE-LA-VIEILLE,Saint-Pierre-la-Vieille,14174
14655,SAINT-PIERRE-TARENTAINE,Saint-Pierre-Tarentaine,14061
14662,SAINT-VIGOR-DES-MEZERETS,Saint-Vigor-des-Mézerets,14357
14666,SANNERVILLE,Sannerville,14712
14670,SECQUEVILLE-EN-BESSIN,Secqueville-en-Bessin,14543
14671,SEPT-FRERES,Sept-Frères,14658
14673,SERMENTOT,Sermentot,14011
14683,TAILLEVILLE,Tailleville,14228
14686,LE THEIL-BOCAGE,Le Theil-Bocage,14726
14688,THIEVILLE,Thiéville,14654
14690,TIERCEVILLE,Tierceville,14355
14693,TORDOUET,Tordouet,14570
14695,TORTEVAL-QUESNAY,Torteval-Quesnay,14011
14696,TORTISAMBERT,Tortisambert,14371
14697,TOTES,Tôtes,14654
14702,TOURNAY-SUR-ODON,Tournay-sur-Odon,14475
14704,LE TOURNEUR,Le Tourneur,14061
14717,TRUTTEMER-LE-GRAND,Truttemer-le-Grand,14762
14718,TRUTTEMER-LE-PETIT,Truttemer-le-Petit,14762
14722,LA VACQUERIE,La Vacquerie,14143
14725,VASOUY,Vasouy,14333
14727,VAUBADON,Vaubadon,14035
14729,VAUDELOGES,Vaudeloges,14654
14730,VAUDRY,Vaudry,14762
14736,VENOIX,Venoix,14118
14746,VIESSOIX,Viessoix,14726
14749,VIEUX-FUME,Vieux-Fumé,14431
14750,VIEUX-PONT-EN-AUGE,Vieux-Pont-en-Auge,14654
14757,VILLIERS-LE-SEC,Villiers-le-Sec,14200
14763,VOUILLY,Vouilly,14342
15023,BOURNONCLES,Bournoncles,15108
15031,CELLES,Celles,15141
15035,CHALINARGUES,Chalinargues,15141
15039,CHANET,Chanet,15001
15044,CHASTEL-SUR-MURAT,Chastel-sur-Murat,15138
15047,CHAVAGNAC,Chavagnac,15141
15062,DRIGNAC,Drignac,15003
15068,FAVEROLLES,Faverolles,15108
15071,FOURNOULES,Fournoulès,15181
15099,LAVASTRIE,Lavastrie,15142
15109,LOUPIAC,Loupiac,15153
15115,MARCHAL,Marchal,15038
15145,ORADOUR,Oradour,15142
15150,PERS,Pers,15268
15171,SAINTE-ANASTASIE,Sainte-Anastasie,15141
15177,SAINT-CHRISTOPHE-LES-GORGES,Saint-Christophe-les-Gorges,15153
15193,SAINT-JULIEN-DE-JORDANNE,Saint-Julien-de-Jordanne,15113
15195,SAINT-JUST,Saint-Just,15108
15197,SAINT-MARC,Saint-Marc,15108
15210,SAINT-REMY-DE-SALERS,Saint-Rémy-de-Salers,15202
15227,SERIERS,Sériers,15142
15239,TOURNIAC,Tourniac,15153
16004,AIGNES-ET-PUYPEROUX,Aignes-et-Puypéroux,16230
16006,AIZECQ,Aizecq,16242
16021,AUBEVILLE,Aubeville,16175
16022,AUGE,Auge,16339
16033,BAYERS,Bayers,16023
16043,BIGNAC,Bignac,16148
16080,CHANTREZAC,Chantrezac,16192
16092,CHAVENAT,Chavenat,16082
16094,CHENOMMET,Chenommet,16023
16115,CRESSAC-SAINT-GENIS,Cressac-Saint-Genis,16046
16126,EMBOURIE,Embourie,16253
16129,ERAVILLE,Éraville,16204
16159,GRAVES,Graves,16297
16172,JUILLAGUET,Juillaguet,16082
16179,LAMERAC,Lamérac,16224
16201,MAINFONDS,Mainfonds,16175
16219,MESSEUX,Messeux,16242
16235,MOUTARDON,Moutardon,16242
16247,NONAVILLE,Nonaville,16204
16257,PEREUIL,Péreuil,16175
16262,PLAIZAC,Plaizac,16286
16265,PORCHERESSE,Porcheresse,16046
16266,POUGNE,Pougné,16242
16278,RICHEMONT,Richemont,16097
16288,ROUMAZIERES,Roumazières,16192
16294,SAINT-AMANT-DE-MONTMOREAU,Saint-Amant-de-Montmoreau,16230
16296,SAINT-AMANT-DE-BONNIEURE,Saint-Amant-de-Bonnieure,16300
16299,SAINT-ANDRE,Saint-André,16193
16305,SAINT-CHRISTOPHE-DE-CHALAIS,Saint-Christophe-de-Chalais,16073
16309,SAINTE-COLOMBE,Sainte-Colombe,16300
16311,SAINT-CYBARD,Saint-Cybard,16230
16313,SAINT-ESTEPHE,Saint-Estèphe,16287
